id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
31885820,"Private bathroom/bedroom, easy access to JFK/LGA",14501609,Zebin,Queens,Richmond Hill,Private room,40,2,18,3.44,30
31886403,"Large, sunny room with private bath.",238955568,George,Brooklyn,Kensington,Private room,40,2,20,3.8,6
31886891,A3 Cozy private room,215577249,Charlie And Selena,Brooklyn,Bushwick,Private room,65,2,11,2.24,345
31893504,Lovely Historic Garden Level Apartment,192741854,Bethany,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,17,3.75,214
31895980,"2 Bedroom modern apartment, trains nearby, a GEM!",33614329,Walter,Brooklyn,Bushwick,Entire home/apt,159,1,12,3.03,259
31896339,My cozy room perfect for Manhattan visitors,239088720,Stephanie,Bronx,Throgs Neck,Private room,40,3,11,2.06,0
31898478,Skylit Bedroom In Brooklyn,3734323,Colin,Brooklyn,Bushwick,Private room,49,2,15,2.8,0
31898844,Eddies place #2,98214533,Edwin’S Place,Staten Island,Huguenot,Entire home/apt,75,2,20,4.38,229
31900179,Eddies place #3,98214533,Edwin’S Place,Staten Island,Huguenot,Entire home/apt,100,2,11,2.09,259
31906094,Fabulous 1 Bedroom in the Heart of Greenpoint!,187487947,Diego,Brooklyn,Greenpoint,Entire home/apt,68,1,20,3.82,0
31907710,"One bedroom Apt in Manhattan, East Village",9736997,Esteban,Manhattan,East Village,Entire home/apt,113,1,20,3.85,96
31909528,The clean separate studio in New York,51186155,Cherry,Queens,Flushing,Entire home/apt,45,1,51,9.39,49
31913609,Stuy Heights Brownstone Passive House Garden Unit,21019302,Bobby And Ruth,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,2,15,3.69,300
31919501,"ALL NEW LUXURY APT- 1ST FL 4BR/2 BTH,10MIN-JFK/LGA",215385823,Az,Queens,Jamaica Hills,Entire home/apt,275,1,11,7.5,280
31919636,"LUMINOUS, COZY BR w/ personal BA + entrance in BK",29301386,Saya,Brooklyn,Williamsburg,Private room,85,2,16,3.27,11
31924097,Authentic Midtown Manhattan Studio,225011474,Vicente,Manhattan,Midtown,Entire home/apt,250,1,41,7.64,125
31925075,Sweet Quiet Spacious Room Brooklyn,239351588,A,Brooklyn,Crown Heights,Private room,75,1,12,2.54,0
31926655,SPACIOUS- 3 Bedroom Harlem gem 5 mins from train,115075522,Christian,Manhattan,Harlem,Entire home/apt,225,1,13,3.22,83
31928508,Modern Private room in Hell's kitchen- times Squar,239383641,Jc,Manhattan,Hell's Kitchen,Private room,80,1,30,5.73,183
31929849,Your own entire private place in BROOKLYN NY :),7958766,Sammy,Brooklyn,Bath Beach,Entire home/apt,99,2,17,3.78,20
31931117,Beautiful Renovated 1-Bed in Park Slope Brownstone,815436,Ray,Brooklyn,Park Slope,Entire home/apt,135,2,33,6.31,9
31932152,An Unbeatable Cozy 3 Bedroom Apartment.,57885474,Shully'S,Bronx,Wakefield,Entire home/apt,289,2,14,2.96,356
31932872,Garden Oasis in Brooklyn Brownstone 2mins to Train,239427202,Maudry-Beverley,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,2,22,4.71,289
31933373,The Ideal Vacation Home in Brooklyn:,78643953,Daniel,Brooklyn,Bushwick,Entire home/apt,149,3,19,4.52,231
31934408,Newly Renovated 2 Br 7min  LGA/JFK/7 mile Midtown,234396332,Joy,Queens,East Elmhurst,Entire home/apt,99,1,19,4.01,143
31935427,Cozy Studio in East Village,1919392,Demi,Manhattan,East Village,Entire home/apt,100,1,11,2.13,0
31935664,Luxury Private Bed Same Street As Subway!,219727469,Marcelo,Brooklyn,Bedford-Stuyvesant,Private room,75,1,15,3.06,52
31946382,LARGE  3Br Williamsburg Apt Mins from Manhattan,239517667,George,Brooklyn,Williamsburg,Entire home/apt,199,2,20,3.73,61
31946864,Sweet  Private Room in the heart of Manhattan NYC,239519185,Raphael,Manhattan,Hell's Kitchen,Private room,70,1,30,6.08,193
31947991,"Bright room in huge, dog-friendly apt w/ balcony",4094038,Alex,Brooklyn,Williamsburg,Private room,75,2,16,4.29,25
31950840,LUX 2 Bedroom Sleep 6 City Center Private Deck,237250378,Jeff,Manhattan,Kips Bay,Entire home/apt,276,3,12,2.42,277
31952771,Sunny 1 bedroom w/private half bath!,89181972,Lexx,Bronx,Bronxdale,Private room,50,1,14,2.96,206
31954232,LOCATION!!!!Beautiful 2 bedrooms appartement !!!,24425582,Artur,Brooklyn,Williamsburg,Entire home/apt,128,2,13,2.5,27
31957975,"ENTIRE apt, 2 Bdr,Commercial Area,Private Entrance",236334741,Wendy,Staten Island,Rosebank,Entire home/apt,100,1,47,9.1,151
31964005,PERFECTLY LOCATED PRIVATE APARTMENT - AFFORDABLE,15652930,Ferhat,Manhattan,Harlem,Entire home/apt,211,3,21,4.47,30
31965215,Cozy studio in East New York,27867038,L,Brooklyn,East New York,Entire home/apt,62,1,11,3.11,351
31972030,SMALL ROOM 15 MINUTES AWAY FROM MANHATTAN,157310194,Asia,Brooklyn,Williamsburg,Private room,60,2,16,3.78,116
31974592,Cozy apartment in Brooklyn Brownstone,186251769,Bibiane,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,1,19,5.04,34
31978375,UWS Cozy Shared Apartment near subway & Central Pk,11630930,Elizabeth,Manhattan,Upper West Side,Shared room,60,1,17,3.59,39
31981491,Cozy n' Bright Sanctuary in Lovely Carroll Gardens,16639428,Drew,Brooklyn,Gowanus,Entire home/apt,200,2,10,4.23,218
31982293,Brightly Artsy 1 Bedroom next to Pratt Institute,720974,Seble,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,4,13,3.28,13
31982527,"Luxury apartment, 15 minute train to Midtown.",237015178,Anna,Queens,Astoria,Entire home/apt,144,2,19,5.33,18
31994556,Williamsburg Micro Guest House,239887273,Amanda,Brooklyn,Williamsburg,Private room,75,1,24,4.62,201
32006626,Blue House on the Hill,222386455,Herman,Brooklyn,Cypress Hills,Entire home/apt,165,2,18,3.78,61
32012464,Half a block from the train! my private cozy room,239978864,Patricia,Queens,Jackson Heights,Private room,50,2,20,4.69,167
32016639,Forest Sanctuary in Bushwick,7964926,Matthew,Brooklyn,Bushwick,Entire home/apt,90,2,19,3.88,53
32018080,Master room   套房,240055586,George,Queens,Fresh Meadows,Private room,80,1,38,7.6,29
32018806,Spring Room 春,240055586,George,Queens,Fresh Meadows,Private room,55,1,32,7.5,28
32020961,Full Sized Bed(in bunk) in Inwood *entire apt*,21836588,Kimberly,Manhattan,Inwood,Entire home/apt,35,1,33,6.56,5
32020990,Private room&bathroom close to train/airport/city,5592622,Christina,Queens,Astoria,Private room,65,1,12,2.55,149
32035609,"Harlem 3 Bedroom, 1.5 Bathroom Condo - Bright!",230062403,Daniel & Kenzie,Manhattan,East Harlem,Entire home/apt,450,1,12,2.67,325
32036822,"XL clean room in Manhattan, 1 block from subway!",36323224,Valentina,Manhattan,Washington Heights,Private room,55,1,17,3.31,30
32037535,Sumptuous floor through apartment in brownstone,212262028,R R,Brooklyn,Fort Greene,Entire home/apt,160,3,13,3.1,252
32038185,"8mins  to JFK airport, separate door & bathroom",240203470,Modesta,Queens,Jamaica,Private room,25,1,44,9.23,41
32041621,Ben's extra bedroom,62589092,Chen,Manhattan,Harlem,Private room,53,1,26,5.03,1
32042717,Home Sweet Home,65786143,Lisa,Brooklyn,Williamsburg,Private room,90,2,11,2.92,83
32042721,Sunny BR w/ Private LR 15 min to JFK free Parking,240239465,Okhela,Queens,St. Albans,Entire home/apt,30,2,11,2.32,230
32043013,2 JFK Layover - Express train to Manhattan-30 mins,67746251,Gasminee,Queens,Ozone Park,Private room,45,1,40,7.79,30
32045160,Harlem Sweets Home,187419882,Terrence & Skye,Manhattan,Harlem,Private room,99,2,18,3.8,72
32047002,3 JFK Layover - Express train to Manhattan-30 mins,67746251,Gasminee,Queens,Ozone Park,Private room,42,1,33,6.39,31
32048862,Twin Beds  With Sauna & Relaxing Spa Amenities,89985620,Annette C,Brooklyn,Flatlands,Private room,42,2,13,3.33,280
32049360,Modern Flatbush Apartment in Townhouse,42121413,Tarik,Brooklyn,East Flatbush,Entire home/apt,190,4,13,3.17,241
32050188,Private room in the heart of Manhattan NYC,239519185,Raphael,Manhattan,Hell's Kitchen,Private room,120,1,29,5.8,198
32050937,Downtown Williamsburg Loft,21416718,Andrew,Brooklyn,Williamsburg,Entire home/apt,150,3,15,3.75,35
32050983,"Hudson River/GW Bridge 
view. Spacious  room",240311383,Ana,Manhattan,Washington Heights,Private room,85,2,11,2.21,227
32053614,TINY ROOM FOR ONE PERSON,77304447,Genesis,Manhattan,Harlem,Private room,35,5,19,4.45,8
32062080,"Cozy, quiet room near Times Square",2231216,Nick,Manhattan,Hell's Kitchen,Private room,150,2,17,3.59,16
32062178,Unique Holiday Home,152246149,Catherine,Bronx,Throgs Neck,Private room,50,1,11,2.41,365
32062843,Cute renovated apartment in the heart of flushing!,91393358,Emma,Queens,Flushing,Entire home/apt,115,2,15,3.91,44
32064173,"Safe, cozy, and clean in the heart of Brooklyn",51709634,Israel,Brooklyn,East Flatbush,Private room,31,1,25,5.0,5
32071927,"Sunny, Private Bedroom in ♥ of Downtown (SOHO/LES)",41869388,Emily,Manhattan,Nolita,Private room,85,2,20,4.29,5
32085454,"Perfectly located, bright, clean and spacious",18193304,Tiarnan,Brooklyn,Williamsburg,Private room,80,1,10,3.03,102
32086758,Large 1bedroom Apartment in the Heart of Manhattan,164242874,Irene,Manhattan,Upper West Side,Entire home/apt,150,1,20,4.05,272
32088075,Tourists Summer Getaway in New York,14234166,Peter,Queens,Ridgewood,Private room,59,1,15,2.98,67
32092858,"Private Apt in Bed-Stuy Brownstone, AC & W/D",49138015,Jennifer,Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,3,11,2.43,24
32093515,Flushing downtown Single room,228879817,Vicky,Queens,Flushing,Private room,42,1,20,4.26,157
32094042,Flushing downtown Single room,228879817,Vicky,Queens,Flushing,Private room,49,1,14,2.76,121
32095668,Fully Private Cozy Studio Close to NY Attractions!,110539055,Manny,Bronx,Williamsbridge,Entire home/apt,76,2,14,2.98,300
32098667,"Sunny room in Downtown NYC, Two Bridges, Chinatown",240134265,Sam,Manhattan,Two Bridges,Private room,97,1,30,5.84,174
32101077,"Comfort room in Downtown Manhattan, Two Bridges",240134265,Sam,Manhattan,Two Bridges,Private room,300,1,19,3.93,166
32101427,"Premier room in Downtown NY, Two Bridges,Chinatown",240134265,Sam,Manhattan,Two Bridges,Private room,93,1,28,5.53,359
32110731,"Newly renovated apartment in Bensonhurst, Brooklyn",239360406,Lili,Brooklyn,Bensonhurst,Private room,70,1,15,3.02,0
32112767,Couples Retreat,137463409,Marsha,Queens,Maspeth,Entire home/apt,150,1,24,5.26,236
32113235,SPACIOUS BRIGHT & COZY 1BR in CHELSEA MANHATTAN,240913613,Ran,Manhattan,Chelsea,Entire home/apt,180,3,26,5.45,53
32113817,Private Essex Street Bedroom in the LowerEast Side,231819451,Timothy,Manhattan,Lower East Side,Private room,100,3,19,4.01,48
32114142,Spacious BK Duplex | Sleep 10 | 15min to Manhattan,235530740,Ana,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,5,13,2.79,194
32127699,Cozy Private Bedroom in East Williamsburg,241035874,Anne,Brooklyn,Williamsburg,Private room,60,2,16,4.14,355
32128935,Cute Bedroom in Heart of Bushwick (A/C provided),11757212,Jasmine,Brooklyn,Bushwick,Private room,65,1,22,4.49,89
32135728,⭐Sleeps 10 ⭐ Rare 4 Bedroom ⭐ 30 Mins to NYC ⭐,171646902,Sophie,Queens,Elmhurst,Entire home/apt,300,2,20,6.32,298
32136644,Excelent Neighboorhood,228141767,Angel,Bronx,Kingsbridge,Private room,45,1,14,2.86,347
32137426,Perfect for two couples. Upper East Side apartment,3435092,Elena,Manhattan,Upper East Side,Entire home/apt,175,4,12,3.91,231
32137567,Artsy Cozy Little Italy Apt! PRIME LOCATION!,11263163,Antonio,Manhattan,Little Italy,Entire home/apt,150,1,18,3.83,0
32138615,BEAUTIFUL 1 BEDROOM Heart of Upper East Side!!,118769947,Albina,Manhattan,Upper East Side,Entire home/apt,200,1,30,6.0,2
32141626,Beautiful West-side Harlem Brick apartment!!,238391711,Harrie,Manhattan,Harlem,Private room,180,1,13,3.05,296
32141672,Jewel Apartment in Hip Long Island City,20811907,Richard-Anthony,Queens,Astoria,Entire home/apt,90,3,14,2.96,251
32155741,Spacious Cozy Quite Private Room in Fidi w/ Perks,220139308,Ellie,Manhattan,Financial District,Private room,125,1,13,4.15,132
32161968,Good Apt in Brooklyn super close Subways Room (B),175103962,Jay,Brooklyn,Bedford-Stuyvesant,Private room,46,1,12,2.38,155
32163798,"BEST LOCATION! Flatiron! Large 2 Bedroom, Terrace",3280640,Seth,Manhattan,Midtown,Entire home/apt,250,3,18,3.83,26
32168090,Brooklyn’s Finest in Fort Greene,206288086,Akram,Brooklyn,Fort Greene,Entire home/apt,167,2,20,4.96,284
32168744,Sunlit Spacious Bedroom,241341898,Madeleine,Manhattan,Harlem,Private room,85,1,27,5.7,0
32169418,Little Cottage,158407820,Omar,Queens,Woodside,Entire home/apt,98,2,15,4.13,337
32170868,Cozy Brooklyn Home close to the train! Non smoking,48675725,Rosemary,Brooklyn,East New York,Entire home/apt,125,2,18,4.43,28
32171100,Cozy Room in uptown Manhattan,241366980,Josefina,Manhattan,Washington Heights,Private room,75,2,20,4.88,223
32180820,Modern & Spacious 3 Bedroom  Apt in Times Square,210141310,Alci,Manhattan,Hell's Kitchen,Entire home/apt,295,3,22,4.49,228
32183028,Bright ‘n Clean private room close to L M train!!,240237028,Jose,Queens,Ridgewood,Private room,45,2,14,2.96,168
32185458,Renovated 3 bedroom/2 full bath duplex.,66993395,Thomas,Brooklyn,Bedford-Stuyvesant,Entire home/apt,245,4,13,2.79,272
32185917,*NEW* Clinton Hill Room in Plant Filled Apartment,545623,Misty,Brooklyn,Clinton Hill,Private room,75,1,11,2.64,5
32186906,"Ottoman 3BR, 2Bath In Safest NYC w/ Balcony",61316506,Mamun,Queens,Sunnyside,Entire home/apt,145,1,14,2.9,331
32189288,Gem in the heart of Manhattan,32136241,EStelle,Manhattan,Chelsea,Entire home/apt,100,3,11,2.77,24
32190090,"CLEAN, TIMES SQUARE ONE BEDROOM",55289,E,Manhattan,Hell's Kitchen,Entire home/apt,250,4,17,3.98,200
32191213,Bohême à Williamsburg,241541553,Sam,Brooklyn,Williamsburg,Entire home/apt,418,2,20,3.97,153
32201182,Beautiful 1BR in Heart of Midtown Manhattan,26817172,Malvern,Manhattan,Midtown,Entire home/apt,250,1,11,3.59,336
32203689,A warm and friendly place!,241458287,Leandro,Bronx,Mott Haven,Entire home/apt,65,2,15,3.26,51
32218803,Sonder | Wall Street | Quaint Studio + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,Private room,200,2,13,2.81,352
32223114,Private 2BR near the beach and subway/has yard!!!,73670512,Monika,Brooklyn,Gravesend,Entire home/apt,130,3,15,3.31,119
32223317,Sonder | Stock Exchange | Premier 2BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,404,2,10,2.26,330
32224530,Quiet Times Square Apartment,64663067,Li,Manhattan,Hell's Kitchen,Entire home/apt,250,2,17,3.86,71
32225206,Sonder | Stock Exchange | Original 3BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,472,2,12,2.67,234
32225207,Sonder | Wall Street | Distinct 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,Private room,256,2,16,3.75,329
32236518,Sonder | Stock Exchange | Expansive 3BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,454,2,11,3.33,297
32237240,Sonder | Stock Exchange | Dreamy 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,377,2,15,3.52,273
32237306,Sonder | Stock Exchange | Calming 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,229,2,14,3.65,323
32237394,Sonder | Stock Exchange | Private 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,234,2,12,3.05,340
32237493,Sonder | Stock Exchange | Serene 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,404,2,15,3.19,310
32237560,Sonder | Wall Street | Simple 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,252,2,12,3.03,302
32237634,Sonder | Stock Exchange | Premier 2BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,431,2,10,2.11,323
32237640,Sonder | Stock Exchange | Premier 2BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,412,2,13,3.07,341
32237736,Sonder | Stock Exchange | Bold 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,229,2,10,2.34,349
32237811,Sonder | Stock Exchange | Design Studio + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,205,2,10,2.54,338
32238131,Sonder | Stock Exchange | Simple 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,214,2,11,3.2,312
32238307,Sonder | Stock Exchange | Classic Studio + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,201,2,20,4.11,333
32238462,Sonder | Stock Exchange | Sleek 3BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,451,2,15,4.37,254
32238548,Sonder | Stock Exchange | Lovely 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,252,2,15,3.19,260
32238621,Sonder | Stock Exchange | Playful 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,250,2,10,2.59,292
32238821,Sonder | Stock Exchange | Unique 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,242,2,15,3.75,261
32239035,Sonder | Stock Exchange | Peaceful 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,228,2,11,2.73,355
32239640,Sonder | Stock Exchange | Tasteful 3BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,468,2,11,3.0,267
32240076,Sonder | Stock Exchange | Lovely 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,248,2,17,4.08,271
32240186,Sonder | Stock Exchange | Unique 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,230,2,12,2.57,357
32240476,Sonder | Stock Exchange | Simple 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,214,2,11,2.97,304
32240896,Sonder | Stock Exchange | Premier 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,380,2,12,3.5,302
32241019,Sonder | Stock Exchange | Smart 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,231,2,13,3.42,331
32241600,Sonder | Stock Exchange | Pristine 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,229,2,11,2.37,329
32242139,Sun-Drenched 1 BR/1BA near Grand Army Plaza #10313,20375986,Marissa,Brooklyn,Park Slope,Entire home/apt,200,3,17,3.98,142
32242848,Summer room  夏,240055586,George,Queens,Fresh Meadows,Private room,55,1,24,4.97,32
32244701,Quiet 1bedroom apartment,241985900,V,Manhattan,Hell's Kitchen,Entire home/apt,150,1,23,4.66,106
32245235,Quiet Private Room in the Exciting East Village!,160356,Joseph,Manhattan,East Village,Private room,68,1,18,4.15,90
32251219,Urban Casita,5167068,Heather & Alex,Brooklyn,Bedford-Stuyvesant,Entire home/apt,215,3,12,2.88,6
32252190,Fall room  秋,240055586,George,Queens,Fresh Meadows,Private room,50,1,20,4.2,38
32253160,Family House 旅行客栈,240055586,George,Queens,Fresh Meadows,Entire home/apt,255,1,13,2.87,114
32267097,Cozy room in brand new condo with rooftop & gym,242115790,Esteban,Brooklyn,Greenpoint,Private room,50,2,11,3.33,49
32267833,Bright room in a spacious apartment,235146087,Ismael,Bronx,Parkchester,Private room,35,2,10,2.1,6
32270656,Sweet Studio Apartment in Sunnyside,9427289,Steve,Queens,Sunnyside,Entire home/apt,95,3,15,4.5,23
32272051,Bushwick Loft Transformed into Bohemian Hideaway!,25365575,Nick,Brooklyn,Williamsburg,Private room,64,1,29,6.13,13
32272082,Waterfront apt with Manhattan view and balcony...,152034487,Dino,Manhattan,Roosevelt Island,Private room,85,1,20,8.45,104
32278370,Furnished room in a nice apt 20 mins to Manhattan,212151296,Ella,Queens,Rego Park,Private room,54,2,10,2.34,319
32282597,"E Flatbush! Cozy, 20 min walk to Dwnstate Hosp",242296495,Angela,Brooklyn,East Flatbush,Private room,33,1,14,3.09,37
32284162,Unique 2 bedroom apt in the center of Williamsburg,6960621,Diego,Brooklyn,Williamsburg,Entire home/apt,210,2,27,5.91,188
32284628,Modern Ground FL Event Space on Infamous 5th Ave,11520555,Mike,Manhattan,East Harlem,Entire home/apt,612,1,15,3.52,91
32284910,1.Nice Room near La Guardia AirPort NYC,242322561,Rosy,Queens,East Elmhurst,Private room,45,1,51,11.59,66
32286787,BROOKLYN Bright Williamsburg room Backyard +Trains,242344309,Pete And Chloe,Brooklyn,Williamsburg,Private room,65,1,20,4.23,107
32286975,Cool&cozy Bushwick apartment with private backyard,34599913,Irina,Brooklyn,Bushwick,Entire home/apt,70,6,15,3.19,63
32287174,"Brownstone Apt, 1min to Subway, 20min to Manhattan",242348374,Ninja & Sung,Brooklyn,Clinton Hill,Entire home/apt,195,3,12,3.71,38
32291386,Super Luxury! XL Alcove Studio in heart of Chelsea,21127860,Carol,Manhattan,Chelsea,Entire home/apt,215,2,12,2.55,128
32291916,Quite and cozy room in Manatthan,65183994,Camille,Manhattan,East Harlem,Private room,77,2,20,4.38,52
32293598,Beautiful Mid-century Modern One Bedroom Apartment,42427156,Lisa,Queens,Astoria,Entire home/apt,89,3,18,4.29,0
32297005,AMAZINGLY LOCATED APARTMENT NEAR TIME SQ,242438900,Oscar,Manhattan,Hell's Kitchen,Entire home/apt,170,1,39,8.48,64
32303292,Cozy 2 Bedroom Brownstone Duplex,73234851,Shoshana,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,10,2.78,5
32303671,BROOKLYN! Chic Williamsburg room + Balcony +Trains,242344309,Pete And Chloe,Brooklyn,Williamsburg,Private room,57,1,31,6.46,116
32303970,BROOKLYN! Cute Williamsburg room + Balcony +Trains,242344309,Pete And Chloe,Brooklyn,Williamsburg,Private room,70,1,34,7.03,132
32306053,Modern renovated 1 BR in the heart of Manhattan,48339350,Kel,Manhattan,Upper East Side,Entire home/apt,136,1,26,5.91,47
32306527,RM#2-Bright room w/balcony 30 mins NYC & airports,241963980,Deborah,Queens,Jamaica Hills,Private room,67,2,25,6.88,318
32309292,Cozy room with private entrance in Harlem.,6105036,George,Manhattan,Harlem,Private room,145,1,14,2.98,113
32312452,Beautiful big ROOM/Safe&comfortable/ near LG& JFK,169587048,Jay/Carolina Bastidas Family,Brooklyn,Cypress Hills,Private room,38,4,10,2.44,307
32316532,Cozy Quaint Brooklyn Apartment,187877117,Skylar,Brooklyn,Crown Heights,Entire home/apt,125,2,11,2.6,128
32329737,One stop away manhattan #2,91605357,Tina,Brooklyn,Williamsburg,Private room,60,2,26,6.5,21
32332953,Glorious Bedstuy: Large room with a work station.,148102066,Beauty,Brooklyn,Bedford-Stuyvesant,Private room,60,1,22,4.49,282
32333590,LES is more,197676391,Law,Manhattan,Lower East Side,Entire home/apt,140,1,14,4.2,9
32334037,Bedstuy Blues: Room for one or two,148102066,Beauty,Brooklyn,Bedford-Stuyvesant,Private room,60,1,39,7.96,301
32342541,Room Nearby train station to Times Square NYC,242831353,Blanca,Queens,Long Island City,Private room,30,3,14,3.41,77
32343903,East Williamsburg Quiet Getaway or Workspace,241870258,Reesey,Brooklyn,Williamsburg,Private room,80,1,10,2.11,0
32345140,✤ NEWLY RENOVATED ✤ TOP LOCATION ✤,229478744,Yara,Manhattan,Hell's Kitchen,Entire home/apt,379,2,11,3.3,252
32354513,Brooklyn artistic studio apartment!,242924411,James And Laureta,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,1,14,3.09,85
32355744,Red Door Townhouse — Heart of The Upper East Side,242933360,Jennifer,Manhattan,Upper East Side,Private room,150,1,11,2.92,81
32364475,TIMES SQUARE!!! COZY PRIVATE ROOM  (for up to 3)!,97131241,Marccelo Gabriel,Manhattan,Theater District,Private room,115,1,27,5.79,94
32365738,Rare Gem - Modern Lux Studio,113856483,Niky,Manhattan,Financial District,Entire home/apt,249,2,13,3.12,227
32366042,Huge Private Room near Central Park with KEY,243026919,Kiara,Manhattan,East Harlem,Private room,85,1,14,6.27,0
32367010,Romantic Top Floor Brownstone in Crown Heights,237508892,Kendrick,Brooklyn,Crown Heights,Entire home/apt,188,1,10,2.4,199
32370730,CITY VIEWS LARGE APARTMENT,243037591,Maria,Manhattan,Flatiron District,Entire home/apt,488,3,14,3.65,76
32379092,Brooklyn spacious Bedroom (D) close to the Subways,243129380,Nubia,Brooklyn,Bushwick,Private room,57,2,23,5.11,114
32379480,Celebrity Central Park townhouse designer's touch.,243132541,Jenny,Manhattan,Upper East Side,Entire home/apt,1497,1,10,2.36,363
32379695,Brooklyn Small but cozy bedroom C close to Subways,243129380,Nubia,Brooklyn,Bushwick,Private room,55,2,18,4.0,188
32380039,Modern room B into heart of Brooklyn close Subways,243129380,Nubia,Brooklyn,Bushwick,Private room,51,2,15,3.33,111
32380547,"Quiet private room fabulous apt, perfect location",243131091,Irina,Manhattan,Upper West Side,Private room,95,2,13,3.61,6
32381165,"Elegant & Luxurious, Clean & Cheerful entire house",243147506,Peter,Staten Island,Stapleton,Entire home/apt,275,2,11,3.51,182
32385315,"Warm , Beautiful and cozy 1Br in LES",243181741,Samia,Manhattan,Two Bridges,Entire home/apt,175,2,15,3.44,90
32402856,"POSH COBBLE HILL APARTMENT, 5 MINUTES TO MANHATTAN",153565366,Hugo,Brooklyn,Carroll Gardens,Entire home/apt,190,4,12,3.33,207
32402997,Charming private room in Brownstone apartment,237668552,Kim,Brooklyn,Cobble Hill,Private room,85,2,11,2.56,111
32404550,Spacious standalone room in the heart of Astoria,212776359,Larissa,Queens,Astoria,Private room,80,2,14,3.26,51
32405524,Spacious New Apartment- BROOKLYN,102692931,Brynlee & Lawrence,Brooklyn,Cypress Hills,Entire home/apt,179,4,10,3.37,17
32406935,Bushwick Brooklyn NY Sunny Apartment,131476075,Lakisha,Brooklyn,Bushwick,Entire home/apt,166,1,11,2.56,177
32407462,15min to Times Square!!  Lux apartment 3 Bedrooms,243367528,Lucca & Paula,Queens,Astoria,Entire home/apt,220,1,12,2.81,308
32408593,15min to Times Square !! Charming Bedroom 03,243367528,Lucca & Paula,Queens,Astoria,Private room,62,1,16,3.38,308
32409168,15 minutes to Times Square!!!  Red Lux bedroom,243367528,Lucca & Paula,Queens,Astoria,Private room,80,1,21,4.53,313
32409454,cozy bedroom 01 in the heart of Astoria- Queens,243367528,Lucca & Paula,Queens,Astoria,Private room,70,1,14,3.26,313
32409562,Sofa-bed in apartment in Astoria! Near Manhattan!,243367528,Lucca & Paula,Queens,Astoria,Shared room,40,1,17,3.59,313
32416142,Garden Apt in fully renovated town house.,1543357,Anna,Brooklyn,Bedford-Stuyvesant,Entire home/apt,179,1,18,4.66,323
32419542,JFK AIRPORT DELIGHT,243466968,Owen,Queens,Jamaica,Private room,55,2,19,4.22,0
32420792,3 bedroom luxury Apt by TimeSquare & Grand Central,243487765,Norma,Manhattan,Murray Hill,Entire home/apt,515,2,31,6.84,163
