id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,value_score
32777169,Beautiful Bedroom in Manhattan,53725579,William,Manhattan,Washington Heights,Private room,45,1,20,4.88,227,2.6133333333333333
32780360,Beautiful & Clean 2B/2B near Times Square,145573505,Jasmine,Manhattan,Hell's Kitchen,Entire home/apt,400,2,19,6.2,95,0.342
32783365,Peaceful Sanctuary in the heart of the action,25312503,Gerrod & Rebecca,Manhattan,East Village,Entire home/apt,158,1,16,5.05,70,0.6126582278481012
32783755,Cozy Boerum Hill Private 2 Bedroom Apartment,12680161,Tirinda,Brooklyn,Boerum Hill,Entire home/apt,175,1,12,3.13,40,0.2832
32784434,Luxury Modern Grand Central 2 BR  Apt Sleeps 5,246331794,Anna,Manhattan,Murray Hill,Entire home/apt,300,1,29,7.13,247,0.7858999999999999
32786180,Comfortable private single room (Queens),234393604,Sol,Queens,Middle Village,Private room,28,1,21,6.49,14,5.6175
32788464,"Cozy, BRIGHT & AFFORDABLE STUDIO, heart of UES",53149725,Elena,Manhattan,Upper East Side,Entire home/apt,145,7,13,3.17,34,0.37386206896551727
32789261,Spacious 2 bedroom apt in quiet area,246653349,Juan,Bronx,Baychester,Entire home/apt,101,2,11,3.4,46,0.47920792079207924
32792151,Cozy Clean Two Bedroom Very near Fort Greene Park,246681878,Erica,Brooklyn,Fort Greene,Entire home/apt,145,1,19,5.18,30,0.8097931034482758
32795950,Spacious Room in Beautiful Private House,246717334,Denise,Staten Island,Mariners Harbor,Private room,63,1,10,2.65,179,0.5793650793650794
32798710,TW #8 Private Rm- 2nd Fl. Queen Bed  1 to 2 Guests,211136294,Sharon & Erika,Bronx,Schuylerville,Private room,62,1,14,6.36,229,1.661935483870968
32801214,TW #6 Private Suite 2nd Fl.  1 to 4 Guests,211136294,Sharon & Erika,Bronx,Schuylerville,Private room,150,1,24,8.37,247,1.4991999999999999
32805276,Private room close to the Central Park,154843406,Eugene,Manhattan,Harlem,Private room,50,2,11,4.18,64,1.1396
32805414,Stylish Room in Times Square near Broadway Shows,244370442,Paramount Hotel,Manhattan,Theater District,Private room,339,1,18,6.59,364,0.40300884955752214
32811391,Amazing views in the center of it all. Look at the Empire State Building right from your bed!,246827568,Ang,Manhattan,Chelsea,Entire home/apt,290,2,14,3.96,149,0.23944827586206896
32814524,Quiet & Clean Living Room in Astoria,1888085,Paulina,Queens,Astoria,Shared room,35,1,11,2.66,11,1.1502857142857144
32816601,BROOKLYN 2BR RESIDENCE CLOSE TO TRAIN/Manhattan,120616904,Rhykel & Glenny,Brooklyn,Cypress Hills,Entire home/apt,135,2,20,5.56,297,0.9718518518518517
32818195,HUGE Private Union Square/East Village Apartment,246886799,Morgan,Manhattan,East Village,Entire home/apt,250,2,12,3.16,32,0.19968
32818383,Cozy clean quiet room with lock and key #1,146132198,Ronald And Cookie,Bronx,Wakefield,Private room,50,2,14,3.59,132,1.2852
32818954,"Clean, Private BDR and BATHROOM in LES/Chinatown!",31147415,Ravi,Manhattan,Lower East Side,Private room,125,3,14,3.96,36,0.55552
32819286,"Simple,clean,cozy room with lock and key #2 ,",146132198,Ronald And Cookie,Bronx,Wakefield,Private room,50,2,20,4.96,117,2.384
32820306,The Grand Clinton Hill AirBnB,29411897,Keith,Brooklyn,Bedford-Stuyvesant,Private room,70,1,18,4.7,142,1.4657142857142857
32820849,Beckoning ”Bed-Stay” 2 BR Suite in Bed-Stuy,96311058,Donna,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2,11,3.37,280,0.26705555555555555
32821769,[NEWLY RENOVATED] -  SMACK DAB IN THE ❤️ of NYC,229496718,Shubham,Manhattan,Hell's Kitchen,Entire home/apt,489,3,10,2.68,81,0.0752556237218814
32828305,2 - Private room in Yogi's BIG Midtown Manhattan,25059364,Yogi,Manhattan,Kips Bay,Private room,115,1,19,6.63,37,1.2606086956521738
32828462,1 - Private room in Yogi's BIG Midtown Manhattan,25059364,Yogi,Manhattan,Kips Bay,Private room,69,1,24,6.43,35,2.5843478260869563
32834423,"Comfy room in large, dog-friendly apt w/ balcony",4094038,Alex,Brooklyn,Williamsburg,Private room,65,2,13,3.25,25,0.85
32837714,Private Room 15 min to Midtown Manhattan,100112994,Felix,Queens,Long Island City,Private room,79,2,15,3.95,37,0.939873417721519
32838697,Habitación privada cerca aeropuerto la Guardia.,202350344,Diana Carolina,Queens,East Elmhurst,Private room,45,2,11,3.67,294,1.1415555555555554
32839377,Spacious and peaceful Park Slope apartment!,2370813,Anastasia,Brooklyn,Gowanus,Entire home/apt,139,2,19,4.96,209,0.8146762589928057
32840626,Sonder | Stock Exchange | Unique 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,221,2,10,2.78,354,0.17104072398190043
32841296,"❋ FAB BROOKLYN ROOM ❋ PRIVATE ENSUITE, 2 BED'S ;-)",7598620,Daniel,Brooklyn,Bushwick,Private room,58,1,26,7.03,70,3.5996551724137937
32841707,"Fresh, Spacious 2-Bed with Garage Parking",247064022,Sunny,Queens,Flushing,Entire home/apt,189,3,10,2.68,51,0.19470899470899472
32842295,Beautiful bedroom and full bathroom,233227636,Waqas,Brooklyn,Flatlands,Private room,40,1,16,5.05,151,2.42
32844039,New York Comfort Stay!,105225699,Serena,Queens,Flushing,Entire home/apt,135,3,12,3.13,178,0.3671111111111111
32844387,Cozy East Village Apartment,46231814,Amber,Manhattan,East Village,Private room,100,3,26,7.88,220,2.3087999999999997
32844588,Stylish Room w/ 2 Twin Beds in Times Square,244370442,Paramount Hotel,Manhattan,Theater District,Private room,324,1,13,5.42,331,0.2575925925925926
32845010,Private 2 Bedroom APT Close to City & Expressway.,139238261,Ilya,Queens,Fresh Meadows,Entire home/apt,95,3,17,4.51,329,0.986
32845331,Brooklyn sun kissed studio apartment!,242924411,James And Laureta,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,1,14,3.59,63,0.7139999999999999
32845516,Brooklyn stylish studio apartment!,242924411,James And Laureta,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,1,14,3.39,55,0.682888888888889
32845716,3 Bedroom Artist Loft in Williamsburg Prime,1019963,Renzo,Brooklyn,Williamsburg,Entire home/apt,223,2,17,4.47,310,0.41699551569506726
32847511,Luxurious 1BR Gorgeous City View High Elevation,247118366,Paul,Manhattan,Hell's Kitchen,Entire home/apt,260,2,14,4.24,212,0.28215384615384614
32848199,"Cozy, Confortable and Nice place in Bay Ridge",246910562,Stefany,Brooklyn,Bay Ridge,Private room,53,1,22,5.32,83,2.6233962264150947
32854456,Cozy Clean Clutter-free Apartment with Office,22171095,George & Diana,Queens,Astoria,Entire home/apt,140,2,16,4.21,79,0.5954285714285714
32857674,Brooklyn modern studio apartment!,242924411,James And Laureta,Brooklyn,Bedford-Stuyvesant,Entire home/apt,104,1,15,3.66,48,0.6721153846153847
32857918,Classic Hells Kitchen Haven,129047499,Bret,Manhattan,Hell's Kitchen,Private room,95,1,14,3.5,7,0.6631578947368421
32858018,Brooklyn charming studio apartment!,242924411,James And Laureta,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,1,10,2.42,50,0.38
32859066,Bedroom & common area w/ private back yard.,171636572,Keegan,Brooklyn,Bushwick,Private room,50,5,18,7.01,12,2.8836
32871846,The Artist,18170444,Sebastian,Brooklyn,Carroll Gardens,Private room,80,2,20,5.5,154,1.625
32872356,BEST SIDE OF BED-STUY,243875619,David,Brooklyn,Bedford-Stuyvesant,Private room,48,1,20,5.04,242,2.5166666666666666
32875637,"Williamsburg 2-Story Penthouse, Large Private Deck",118403993,Arielle,Brooklyn,Williamsburg,Entire home/apt,400,2,10,2.63,351,0.09075
32886967,Comfortable Single Room - 15min Manhattan,203890641,Vinicius,Queens,Ditmars Steinway,Private room,50,3,13,3.71,220,1.2246
32890591,"""Color Me Time Sq."" Interactive Room in Manhattan",247446830,Krista,Manhattan,Harlem,Private room,64,2,15,3.78,48,1.1203124999999998
32891080,Centrally  Located Beautiful Escape,242296495,Angela,Brooklyn,East Flatbush,Private room,35,1,31,8.02,66,7.989142857142857
32891427,Private Room in quiet XL East Village apartment!,160356,Joseph,Manhattan,East Village,Private room,68,1,31,7.69,94,3.9616176470588242
32894176,Modern Gramercy Park/NoMad Flat near Union Square,9581668,Kirk,Manhattan,Kips Bay,Entire home/apt,219,1,18,4.46,292,0.44876712328767127
32901262,"Chabla Residence. The perfect stay, when away",247538066,Edwin,Queens,Jackson Heights,Entire home/apt,260,2,14,5.0,32,0.3230769230769231
32908284,Modern Brooklyn Residence,33514370,Silvia,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,159,3,16,5.78,10,0.6822641509433962
32915389,Modern & Cozy 2 BR Private Apartment in Brooklyn,246459949,Gk,Brooklyn,Bay Ridge,Entire home/apt,135,1,14,3.59,271,0.4759999999999999
32915674,Stylish Industrial Theater District Apartment,4534893,Alex,Manhattan,Theater District,Entire home/apt,325,2,16,4.57,304,0.27421538461538464
32916190,Spacious and sunny room with private bathroom,76394560,Chris,Brooklyn,Bushwick,Private room,60,1,12,3.64,9,0.9280000000000002
32919210,"Private room,1 min from Subway,20 min to Manhattan",245258532,Elena,Queens,Kew Gardens,Private room,45,2,16,4.1,6,1.8133333333333332
32919247,❤️ SUPERCUTE BROOKLYN BEDROOM,247673988,Adrian,Brooklyn,Bushwick,Private room,49,1,18,4.74,158,2.1085714285714285
32919980,CHARMING BEDROOM❤️HEART OF BROOKLYN,247673988,Adrian,Brooklyn,Bushwick,Private room,55,1,16,4.36,169,1.5592727272727274
32921617,"A Relaxing, Blessed Apartment #3 (Hotel Style)",168891738,Miguel & Marisol,Bronx,Unionport,Entire home/apt,100,2,16,4.32,161,0.8512000000000001
32922087,Private Bedroom in Manhattan,53725579,William,Manhattan,Washington Heights,Private room,45,1,23,5.95,217,3.552222222222222
32929482,Brand new renovated retreat 5 min from JFK!,46789694,Tapashi,Queens,Springfield Gardens,Private room,65,1,28,7.85,340,3.812307692307692
32936990,Private Loft - WALKING DISTANCE to JFK and Casino,211303730,Raj,Queens,South Ozone Park,Entire home/apt,115,1,23,5.95,66,1.39
32938308,"Sweet, Cozy and Blessed Apartment #2 (Hotel Style)",168891738,Miguel & Marisol,Bronx,Unionport,Entire home/apt,100,2,18,4.78,145,1.0404
32940875,3blocks to 7 train-30mins to City Exploration (4),247013511,Frank,Queens,Jackson Heights,Private room,39,2,22,5.64,58,3.7456410256410253
32942632,Jackson Heights coziest private room,229637274,Sonia,Queens,Elmhurst,Private room,30,1,15,4.84,135,2.92
32943585,Your Own Apartment in Lower Manhattan,247900765,Vic,Manhattan,Lower East Side,Entire home/apt,175,1,22,5.5,64,0.8171428571428572
32943764,Two Bedrooms Tonhouse,247900596,Sergo,Manhattan,Harlem,Entire home/apt,325,1,16,4.21,346,0.2564923076923077
32959315,Luxury 3 BR loft for the ideal NYC experience!,150273801,Angie,Queens,Glendale,Entire home/apt,131,3,11,2.87,319,0.3249618320610687
32960518,BEST LOCATION! Charming Renovated Apt Union Square,248050046,L.Anouk,Manhattan,Gramercy,Entire home/apt,190,7,10,2.7,24,0.19473684210526315
32961822,Sunny Upper East Side one bedroom apartment,248064547,Sara,Manhattan,Upper East Side,Entire home/apt,165,1,12,3.03,75,0.29309090909090907
32962251,Peaceful home in Brooklyn (2 beds for 3 guest),136621673,Kayla,Brooklyn,Crown Heights,Private room,99,1,10,2.75,47,0.3787878787878788
32964403,Private Apt (2 Bedrooms includes 1 Bath & Kitchen),67132329,Brian,Manhattan,Two Bridges,Private room,145,3,19,5.43,42,0.842551724137931
32964714,Stylish bedroom in new luxurious industrial apt #1,38043348,Moises,Manhattan,Harlem,Private room,90,1,23,6.0,254,1.788888888888889
32967426,Stylish bedroom in new luxurious industrial apt #2,38043348,Moises,Manhattan,East Harlem,Private room,90,1,18,5.74,238,1.348
32967988,Cozy Shared Room In Hell’s Kitchen Manhattan,187975743,R.Henry,Manhattan,Hell's Kitchen,Shared room,65,1,14,3.68,206,1.008
32976324,Location!! Sunny Room in MidCentury Soho Apt,19638146,Brett,Manhattan,SoHo,Private room,105,1,18,5.57,91,1.1262857142857143
32980398,"Your own sanctuary! Private Floor, 3min to subway",5338560,Daniella,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,2,14,4.2,275,0.7663157894736842
32982724,Home Away from home,63640163,Erik,Bronx,Fordham,Entire home/apt,107,1,22,6.8,339,1.6037383177570093
32986796,Furnished private room 5 minutes from Subway,141547523,Mathew,Manhattan,Harlem,Private room,50,2,13,3.42,65,1.1492
32987851,Private Room in Cozy Nolita Apartment,13697041,Patrick,Manhattan,Nolita,Private room,100,1,14,5.25,30,0.875
32989719,Luxe Long Island City Space Minutes From Manhattan,60275401,Joel,Queens,Long Island City,Private room,89,1,12,7.2,288,1.1056179775280899
32990481,Cute & Close to Everything! Plus a Patio!,10888067,Christina,Manhattan,SoHo,Entire home/apt,150,3,13,3.86,9,0.42119999999999996
32991792,Sunny Bed-Stuy Apartment Next to Subway,92333417,Valerie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,117,3,10,3.9,308,0.4188034188034188
32992390,Private Room with Own Entrance in Williamsburg!,1489654,Austin,Brooklyn,Williamsburg,Private room,93,1,25,7.01,234,2.153225806451613
32992438,UWS queen sunny private room by Columbia UNI&Cpark,248314431,David,Manhattan,Upper West Side,Private room,75,1,19,5.28,58,1.5909333333333335
33005220,Spend a Night or Seven with a Living NYC Artist!,248404100,Ligel,Bronx,Morris Heights,Private room,35,1,25,7.08,241,5.771428571428571
33007456,Common single room#5,190981544,Martita,Brooklyn,Bedford-Stuyvesant,Private room,40,1,32,8.57,323,7.656000000000001
33008059,"温馨小宅,安静干净,环境优美!",140630987,Jiali,Queens,Flushing,Private room,75,1,10,2.94,126,0.5253333333333333
33011581,Clean and warm place,139705987,Luz,Queens,East Elmhurst,Private room,55,2,16,4.36,158,1.5592727272727274
33019022,XtraLarge Room SuperComfortable Bed 15mntsToTimeSq,145975067,Ousmane,Manhattan,Harlem,Private room,75,2,28,7.3,13,3.098666666666667
33023192,Retro room in Astoria - 15m to Manhattan,248555214,Michelle,Queens,Astoria,Private room,85,2,13,3.79,13,0.7325882352941177
33033160,beautiful shared apt in Midtown,248068752,Gúney,Manhattan,Hell's Kitchen,Shared room,75,1,20,5.17,365,1.6453333333333333
33035945,Private hotel room in the heart of Times Square,4342052,Lea,Manhattan,Theater District,Private room,299,1,22,5.69,303,0.4922408026755853
33042347,★★ Spacious Single House | Close to Everything! ★★,16637631,J.C & Johanna,Brooklyn,Williamsburg,Entire home/apt,260,1,24,6.43,45,0.6858461538461538
33044053,"Stay at the ""Claudette"" guest room in SoHa",70506007,Barry And Jimmy,Manhattan,Morningside Heights,Private room,100,2,16,4.57,38,0.8912
33046072,Large 2 Bed Woodside apt 10 Minutes from Manhattan,154525001,Rumana & Dan,Queens,Woodside,Entire home/apt,125,1,14,3.68,288,0.52416
33046111,Gorgeous 2 bedroom apartment in the East village,218481230,Flynn,Manhattan,East Village,Private room,249,3,10,3.45,91,0.178714859437751
33046604,Brand New BK Duplex in the Center of it All!!!,65613634,Sam,Brooklyn,Bedford-Stuyvesant,Entire home/apt,400,2,13,5.34,278,0.20605
33047256,Cozy Boutique Studio | Heart of NYC,11391775,Aidin,Manhattan,Kips Bay,Entire home/apt,150,1,22,7.02,29,1.1762666666666666
33047674,A great place to relax after being in the city,231103652,Christine,Manhattan,Harlem,Private room,50,4,15,4.55,4,1.665
33049134,Modern East Village Studio In A Great Location,245681626,Helena & Jim,Manhattan,East Village,Entire home/apt,168,3,20,5.22,30,0.7404761904761904
33050650,Room in a Comfy Brooklyn Apartment,240717293,Carla,Brooklyn,Vinegar Hill,Private room,85,2,10,4.05,1,0.5941176470588235
33060929,"ROOM FOR TWO 15 MINUTES WALL STREET, NO CLEAN FEE",247937619,Jessy,Manhattan,Lower East Side,Private room,72,5,17,5.0,49,1.4166666666666667
33061311,Decatur street Limestone an Urban Zen  experience,7289570,Shelley,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,15,4.89,75,0.589
33061842,"Cozy house , very quiet , clean room !",140630987,Jiali,Queens,Flushing,Private room,60,1,13,4.94,125,1.287
33075317,"""Bushwick in Manhattan"" Interactive, Private Room",247446830,Krista,Manhattan,Harlem,Private room,73,2,14,3.72,35,0.905205479452055
33077150,Comfortable & Private One Bedroom Apt in NYC!,248944703,Sasha,Manhattan,Murray Hill,Entire home/apt,160,2,11,4.34,90,0.367125
33078339,Clean Room in Bushwick Brooklyn,248956396,Leoluis,Brooklyn,Bushwick,Private room,45,1,24,6.61,167,4.058666666666667
33085491,Modern and Spacious Brooklyn Apartment,88497114,Veronica,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,2,15,6.72,71,0.72375
33089083,Chic 2 bedroom Brownstone with garden 17m to MHTN.,249030378,Gloria,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,13,3.71,161,0.5566363636363636
33094622,BEAUTIFUL 1 BED ROOM 10 MINS FROM JFK,29349060,Ode,Queens,St. Albans,Private room,55,1,12,3.13,180,0.9010909090909092
33096377,"Classy apartment in downtown 
Everything you need",8661986,Eugene,Manhattan,Stuyvesant Town,Entire home/apt,279,2,26,7.22,229,0.766021505376344
33097224,Spacious Luxury 2B2B in the Heart of Manhattan,248554249,Ammy,Manhattan,Midtown,Entire home/apt,388,3,13,3.61,246,0.1544587628865979
33098823,Luxury Two Bedroom on High Floor with Great Views,248975053,Richard,Manhattan,Financial District,Entire home/apt,195,2,12,3.87,24,0.2996923076923077
33113865,Small room for only you :),140630987,Jiali,Queens,Flushing,Private room,39,1,27,8.62,133,6.659999999999998
33115959,New Modern Apartment at Center of Manhattan,249279890,Stella,Manhattan,Lower East Side,Private room,129,3,12,3.53,85,0.42139534883720925
33117486,Two Bedroom Apt 25 Min From Midtown Manhattan,249297875,Guoxin,Bronx,Woodlawn,Entire home/apt,35,2,18,5.35,51,3.2657142857142856
33118582,UPPER WEST SIDE: Renovated Private Cozy Room & BR,15807180,Michael,Manhattan,Upper West Side,Private room,82,2,26,7.29,288,2.628536585365853
33119863,Queens Studio.,42540127,Tio,Queens,Bayside,Entire home/apt,55,2,37,10.37,6,7.648909090909091
33123667,Perfect Place to just Sleep while you explore NYC,56349939,Oliver,Manhattan,Lower East Side,Private room,84,2,18,5.35,21,1.3607142857142858
33127307,COZY 1 BED ROOM 10 MINS FROM JFK AND TRAIN STATION,29349060,Ode,Queens,St. Albans,Private room,55,1,16,4.21,269,1.5156363636363637
33133219,Spacious studio on quiet tree lined street,109448921,Mark,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,75,2,12,3.56,8,0.7296
33137479,Luxury 2BR/2BA by Grand Central with views,247120058,William,Manhattan,Murray Hill,Entire home/apt,375,2,10,3.75,26,0.12666666666666668
33138268,"Absolutely stunning 3bed 1ba, Thank me later!",249495371,Shayaa,Brooklyn,Bushwick,Entire home/apt,201,1,24,7.58,296,1.0244776119402985
33138874,The Heart of the Bronx,249500015,Pedro,Bronx,Soundview,Entire home/apt,103,2,19,5.7,75,1.2359223300970874
33141479,Quiet Bright Park Slope BK room w/private bathroom,3988394,Adam,Brooklyn,South Slope,Private room,95,1,16,5.11,80,1.0290526315789474
33151516,Best Hood in NYC. Private Bedroom in ASTORIA!!,1852219,Douglas And Juthamas,Queens,Astoria,Private room,62,2,16,4.53,313,1.4270967741935485
33155909,Spacious apt in NYC minutes away from midtown,249637449,Inna,Manhattan,Harlem,Entire home/apt,130,2,12,3.4,14,0.4061538461538462
33157502,#2 Make yourself at home. (close to LGA and JFK),249649095,Tenzin,Queens,East Elmhurst,Private room,53,2,16,4.49,79,1.657358490566038
33159289,"#4 Cozy studio, 2 blocks from CENTRAL PARK",231138233,Filiz,Manhattan,East Harlem,Entire home/apt,180,1,17,4.77,40,0.5449444444444443
33164622,Private large bedroom with skylight in Loft.,3502098,Cecilia,Brooklyn,Williamsburg,Private room,75,2,10,2.83,177,0.5106666666666666
33165620,Sunny studio in great location,249708372,Gabriel,Queens,Long Island City,Entire home/apt,100,3,11,3.3,296,0.473
33169141,Split level entire 2Bedroom Apt.,219333557,Rafael,Queens,East Elmhurst,Entire home/apt,95,1,16,4.4,81,0.9094736842105263
33170496,"Cozy, charming, quiet and modern one bedroom apt!",165054817,Johanna,Bronx,Pelham Bay,Entire home/apt,125,1,15,5.77,336,0.8124
33172245,"#2 Cozy 1 bedroom apartment,2 block to CENTRALPARK",231138233,Filiz,Manhattan,East Harlem,Entire home/apt,180,1,21,6.0,87,0.8166666666666667
33172249,"#3 Cozy Studio , 2 blocks from Central Park",231138233,Filiz,Manhattan,East Harlem,Entire home/apt,165,1,23,6.83,102,1.0914545454545455
33185502,Sunny loft-  private room & private living-room,41089134,Carissa,Brooklyn,Red Hook,Private room,45,2,17,5.05,87,2.2855555555555553
33186696,Harlem Quite haven 15 minutes to Time Square !!!!!,145975067,Ousmane,Manhattan,Harlem,Private room,70,1,25,6.76,9,2.7714285714285714
33190044,Comfy Brooklyn escape w/ quick access to Manhattan,7117263,Joy,Brooklyn,Brooklyn Heights,Private room,75,1,23,8.02,166,2.766133333333333
33202973,LARGE PRIVATE ROOM IN GREAT NEIGHBORHOOD! UES.,878938,T. S.,Manhattan,Upper East Side,Private room,98,1,10,4.35,327,0.5459183673469388
33217402,NO CLEANING FEE! 1.5 blocks from 2 train. Fridge!,240913980,Joie,Bronx,Wakefield,Private room,39,1,10,2.73,15,0.9564102564102563
33221080,"Convenient, Convenient and Comfortable",250115747,Ivy,Queens,Ridgewood,Private room,49,2,14,4.08,165,1.4514285714285715
33221660,Comfy and Convenient Private Room,250115747,Ivy,Queens,Ridgewood,Private room,44,2,10,3.13,128,0.9386363636363636
33223405,Royal Court,250149612,Claudia,Queens,Jamaica,Entire home/apt,300,1,11,3.27,319,0.15656666666666666
33224321,Huge Apartment with Amazing City Views,13783103,Veronika,Queens,Ridgewood,Entire home/apt,140,3,13,4.29,192,0.49121428571428566
33226517,Spacious Room w/ oversized closet in East Harlem,39823351,Geli,Manhattan,East Harlem,Private room,90,4,10,3.53,24,0.5033333333333333
33228127,ST MARKS /heart of EAST VILLAGE sleep up to 8,95892016,Leonora,Manhattan,East Village,Entire home/apt,396,1,15,4.84,317,0.2212121212121212
33235936,Amazing Studio in the heart of Midtown Manhattan,250252296,Manuel Ricardo,Manhattan,Midtown,Entire home/apt,220,4,10,3.03,297,0.18318181818181817
33239233,"STUNNING BRAND NEW 2 BDR APT IN GREENPOINT, BKLN",249983430,Emily,Brooklyn,Greenpoint,Entire home/apt,300,2,22,6.23,341,0.5302
33240039,"Sunny room, Downtown NY, 2 Bridges, Chinatown L",248961864,Lily,Manhattan,Chinatown,Private room,85,1,12,3.36,339,0.6155294117647058
33240867,"Comfort room in Downtown NYC, Chinatown, Soho W",248961864,Lily,Manhattan,Two Bridges,Private room,85,1,15,4.17,356,0.9123529411764706
33241498,2 Rooms in pvt house-15 mins to NYC & free ferry,161357125,Mohsin,Staten Island,Emerson Hill,Entire home/apt,78,2,11,3.88,38,0.6882051282051282
33242964,"Cozy room in Downtown Manhattan, 2 Bridges, Soho Y",248961864,Lily,Manhattan,Chinatown,Private room,85,1,14,3.93,332,0.8119999999999999
33247707,Cozy East Village walk up,6048212,Lissa,Manhattan,East Village,Entire home/apt,151,3,10,3.0,7,0.26490066225165565
33250984,Large private bedroom in prime West Village!,250374011,Lisa,Manhattan,West Village,Private room,120,2,12,3.91,35,0.491
33254830,"10 min to Manhattan, no cleaning fee!",250413062,Jernej,Queens,Long Island City,Private room,110,2,14,4.57,112,0.7089090909090909
33263637,Calm Comfortable Brooklyn Retreat,1760549,Patrice,Brooklyn,Canarsie,Entire home/apt,120,2,11,4.12,52,0.4693333333333333
33269801,Gorgeous queen size oasis,105762561,Kim,Queens,Jamaica,Private room,85,2,12,3.56,330,0.643764705882353
33293218,1860’s Vanderbilt Mansion - 19th century details,141124307,Stratis,Brooklyn,Bedford-Stuyvesant,Entire home/apt,249,3,12,4.19,38,0.25012048192771086
33294626,Soho 1 Bedroom Apartment Near Tons of Restaurants,250759662,John,Manhattan,Greenwich Village,Entire home/apt,200,4,14,3.96,323,0.3472
33295329,Unique & Stylish Apartment in Chelsea,5258749,Bani,Manhattan,Chelsea,Entire home/apt,120,5,13,5.0,14,0.65
33310428,Confortable y limpio,250896604,Cristina,Manhattan,Washington Heights,Private room,32,2,26,8.48,280,7.702500000000001
33310983,Luxury Miami style apartment,250911060,Anthony,Manhattan,East Harlem,Entire home/apt,160,1,11,5.59,21,0.4530625
33315338,Lovely bedroom in Brooklyn,52818583,Justin & Lilo,Brooklyn,Bedford-Stuyvesant,Private room,75,1,21,7.5,114,2.38
33334269,SPACIOUS ROOMS FOR RENT,13480762,Shana,Brooklyn,Williamsburg,Private room,40,1,14,4.57,26,1.9495
33334958,Private NYC Studio--Near Central Park + East River,68930822,Jill Lauren,Manhattan,Upper East Side,Entire home/apt,150,3,13,4.24,61,0.4541333333333334
33340151,Warm Spacious Bedroom in Historical Harlem!!!,63160119,Michael,Manhattan,Harlem,Private room,75,1,13,5.27,74,1.0868
33348709,Lucio's Room #3 a unos  minutos del JFK y LGA,214738765,Lucio,Queens,Richmond Hill,Private room,75,1,31,9.21,89,4.220133333333334
33348910,Spacious bright bedroom w/4 windows,215556105,Kay,Queens,Flushing,Private room,75,1,10,3.13,89,0.5506666666666666
33363084,E community that is commercially (Website hidden by Airbnb) smoke,242175033,Alex,Bronx,Allerton,Entire home/apt,60,1,28,8.32,74,4.349333333333334
33367953,Comfy and cozy room 20 mins away from Manhattan.,219891232,Yurany,Queens,Elmhurst,Private room,45,2,16,5.05,32,2.151111111111111
33374582,Specious Room in Manhattan,251430918,Medena,Manhattan,Hell's Kitchen,Private room,97,2,10,3.85,77,0.5
33375266,"Cozy private room, walking distance from LGA, RM-3",187822288,Zahir,Queens,East Elmhurst,Private room,55,1,27,8.44,171,4.634181818181818
33386573,BedStuy Private Room (D5),6206040,Linda,Brooklyn,Bedford-Stuyvesant,Private room,49,2,11,4.23,254,1.1740816326530612
33388458,"Cozy Private Room, Walking Distance From LGA, Rm 4",187822288,Zahir,Queens,East Elmhurst,Private room,55,1,24,7.13,168,3.547636363636363
33389288,"Cozy Private Room, Walking Distance From LGA, Rm 5",187822288,Zahir,Queens,East Elmhurst,Private room,55,1,22,6.47,162,2.988
33389423,In Times Square Cozy Shared Female Apt,251510391,Demir,Manhattan,Hell's Kitchen,Shared room,59,1,10,2.91,358,0.6627118644067796
33389926,"Cozy Private Room, Walking Distance From LGA, Rm 6",187822288,Zahir,Queens,East Elmhurst,Private room,55,1,42,12.12,153,10.01890909090909
33397879,Large private bedroom New York,25073781,Arnaud,Manhattan,East Harlem,Private room,65,2,15,5.29,292,1.4515384615384614
33400016,A Brooklyn Launch Pad,35881969,John,Brooklyn,Williamsburg,Private room,70,1,13,5.13,76,1.1384285714285713
33416167,"Bright, cozy getaway in the center of all..",105632711,Chris,Manhattan,Hell's Kitchen,Entire home/apt,144,1,25,7.98,12,1.5590277777777777
33418931,BedStuy Private Room (D3),6206040,Linda,Brooklyn,Bedford-Stuyvesant,Private room,58,2,14,5.19,261,1.494137931034483
33421406,X-Large Private room in newly renovated apartment,10149317,Lana,Queens,Kew Gardens,Private room,60,3,11,4.34,318,0.9789999999999999
33423250,"Location, Location, Location Close to Central Park",117536647,Victor,Manhattan,East Harlem,Entire home/apt,124,1,13,5.06,86,0.6353225806451613
33428571,Beautiful sunny bedroom in central Williamsburg,6080376,Leah,Brooklyn,Williamsburg,Private room,74,1,18,5.4,49,1.5567567567567568
